estado;divisao;ano;data;mandante;visitante;placar;gols_mandante;gols_visitante;resultado;peso_importancia
acre;1;2025;2025-02-02;Galvez EC;SC Humaitá;2-2;2;2;D;2.0
acre;1;2025;2025-02-08;Vasco da Gama-AC;Galvez EC;1-0;1;0;H;2.0
acre;1;2025;2025-02-08;Rio Branco-AC;ADESG;0-1;0;1;A;2.0
acre;1;2025;2025-02-09;Independência-AC;São Francisco FC;5-0;5;0;H;2.0
acre;1;2025;2025-02-09;SC Humaitá;Plácido de Castro;1-1;1;1;D;2.0
acre;1;2025;2025-02-15;Vasco da Gama-AC;SC Humaitá;2-1;2;1;H;2.0
acre;1;2025;2025-02-15;Independência-AC;ADESG;1-1;1;1;D;2.0
acre;1;2025;2025-02-16;São Francisco FC;Plácido de Castro;3-2;3;2;H;2.0
acre;1;2025;2025-02-16;Rio Branco-AC;Galvez EC;1-6;1;6;A;2.0
acre;1;2025;2025-02-22;SC Humaitá;Rio Branco-AC;3-2;3;2;H;2.0
acre;1;2025;2025-02-23;ADESG;São Francisco FC;1-0;1;0;H;2.0
acre;1;2025;2025-02-23;Plácido de Castro;Vasco da Gama-AC;1-1;1;1;D;2.0
acre;1;2025;2025-02-25;Galvez EC;Independência-AC;0-0;0;0;D;2.0
acre;1;2025;2025-03-08;ADESG;Vasco da Gama-AC;0-2;0;2;A;2.0
acre;1;2025;2025-03-09;Plácido de Castro;Rio Branco-AC;0-5;0;5;A;2.0
acre;1;2025;2025-03-09;São Francisco FC;Galvez EC;0-1;0;1;A;2.0
acre;1;2025;2025-03-11;SC Humaitá;Independência-AC;0-0;0;0;D;2.0
acre;1;2025;2025-03-15;Plácido de Castro;Independência-AC;0-3;0;3;A;2.0
acre;1;2025;2025-03-15;Vasco da Gama-AC;Rio Branco-AC;3-3;3;3;D;2.0
acre;1;2025;2025-03-16;ADESG;Galvez EC;3-2;3;2;H;2.0
acre;1;2025;2025-03-16;São Francisco FC;SC Humaitá;0-4;0;4;A;2.0
acre;1;2025;2025-03-22;Vasco da Gama-AC;Galvez EC;1-1(4-5 Pen.);1;1;D;2.0
acre;1;2025;2025-03-22;ADESG;Independência-AC;0-0(3-4 Pen.);0;0;D;2.0
acre;1;2025;2025-03-29;Galvez EC;Independência-AC;1-3;1;3;A;2.0
acre;1;2024;2024-02-17;Andirá-AC;ADESG;0-0;0;0;D;2.0
acre;1;2024;2024-02-17;Náuas;Galvez EC;2-2;2;2;D;2.0
acre;1;2024;2024-02-25;Independência-AC;Vasco da Gama-AC;2-1;2;1;H;2.0
acre;1;2024;2024-02-25;Atlético-AC;Rio Branco-AC;0-3;0;3;A;2.0
acre;1;2024;2024-03-03;Plácido de Castro;Náuas;1-0;1;0;H;2.0
acre;1;2024;2024-03-03;São Francisco FC;SC Humaitá;1-2;1;2;A;2.0
acre;1;2024;2024-03-06;Atlético-AC;Andirá-AC;1-0;1;0;H;2.0
acre;1;2024;2024-03-06;Galvez EC;São Francisco FC;0-0;0;0;D;2.0
acre;1;2024;2024-03-10;Rio Branco-AC;Vasco da Gama-AC;2-0;2;0;H;2.0
acre;1;2024;2024-03-10;ADESG;Independência-AC;0-0;0;0;D;2.0
acre;1;2024;2024-03-16;SC Humaitá;Náuas;4-0;4;0;H;2.0
acre;1;2024;2024-03-16;Rio Branco-AC;Andirá-AC;1-0;1;0;H;2.0
acre;1;2024;2024-03-19;Vasco da Gama-AC;ADESG;2-1;2;1;H;2.0
acre;1;2024;2024-03-19;Atlético-AC;Independência-AC;0-0;0;0;D;2.0
acre;1;2024;2024-03-23;ADESG;Rio Branco-AC;1-1;1;1;D;2.0
acre;1;2024;2024-03-23;Plácido de Castro;Galvez EC;1-2;1;2;A;2.0
acre;1;2024;2024-03-26;Náuas;São Francisco FC;0-2;0;2;A;2.0
acre;1;2024;2024-03-26;SC Humaitá;Plácido de Castro;1-0;1;0;H;2.0
acre;1;2024;2024-03-30;Vasco da Gama-AC;Atlético-AC;4-0;4;0;H;2.0
acre;1;2024;2024-03-30;Andirá-AC;Independência-AC;1-3;1;3;A;2.0
acre;1;2024;2024-04-02;Andirá-AC;Vasco da Gama-AC;1-5;1;5;A;2.0
acre;1;2024;2024-04-02;Galvez EC;SC Humaitá;0-4;0;4;A;2.0
acre;1;2024;2024-04-05;ADESG;Atlético-AC;2-0;2;0;H;2.0
acre;1;2024;2024-04-06;São Francisco FC;Plácido de Castro;2-1;2;1;H;2.0
acre;1;2024;2024-04-06;Independência-AC;Rio Branco-AC;2-2;2;2;D;2.0
acre;1;2024;2024-04-10;Atlético-AC;Plácido de Castro;0-4;0;4;A;2.0
acre;1;2024;2024-04-10;São Francisco FC;SC Humaitá;1-1;1;1;D;2.0
acre;1;2024;2024-04-11;Rio Branco-AC;Galvez EC;1-0;1;0;H;2.0
acre;1;2024;2024-04-11;Vasco da Gama-AC;Independência-AC;0-2;0;2;A;2.0
acre;1;2024;2024-04-14;SC Humaitá;Independência-AC;2-1;2;1;H;2.0
acre;1;2024;2024-04-14;São Francisco FC;Galvez EC;1-2;1;2;A;2.0
acre;1;2024;2024-04-15;Rio Branco-AC;Vasco da Gama-AC;3-3;3;3;D;2.0
acre;1;2024;2024-04-17;Galvez EC;Independência-AC;1-1;1;1;D;2.0
acre;1;2024;2024-04-18;São Francisco FC;Rio Branco-AC;0-1;0;1;A;2.0
acre;1;2024;2024-04-18;SC Humaitá;Vasco da Gama-AC;1-1;1;1;D;2.0
acre;1;2024;2024-04-21;Galvez EC;SC Humaitá;2-2;2;2;D;2.0
acre;1;2024;2024-04-21;Independência-AC;Rio Branco-AC;1-0;1;0;H;2.0
acre;1;2024;2024-04-22;Vasco da Gama-AC;São Francisco FC;4-1;4;1;H;2.0
acre;1;2024;2024-04-25;Rio Branco-AC;SC Humaitá;0-3;0;3;A;2.0
acre;1;2024;2024-04-25;Independência-AC;São Francisco FC;4-1;4;1;H;2.0
acre;1;2024;2024-04-26;Galvez EC;Vasco da Gama-AC;2-3;2;3;A;2.0
acre;1;2023;2023-03-05;SC Humaitá;Andirá-AC;6-0;6;0;H;2.0
acre;1;2023;2023-03-05;São Francisco FC;Vasco da Gama-AC;4-1;4;1;H;2.0
acre;1;2023;2023-03-07;ADESG;Independência-AC;0-4;0;4;A;2.0
acre;1;2023;2023-03-07;Rio Branco-AC;Plácido de Castro;1-0;1;0;H;2.0
acre;1;2023;2023-03-11;Atlético-AC;Vasco da Gama-AC;6-1;6;1;H;2.0
acre;1;2023;2023-03-11;Galvez EC;Náuas;7-2;7;2;H;2.0
acre;1;2023;2023-03-14;Andirá-AC;ADESG;1-2;1;2;A;2.0
acre;1;2023;2023-03-14;SC Humaitá;Independência-AC;2-0;2;0;H;2.0
acre;1;2023;2023-03-18;Náuas;São Francisco FC;1-2;1;2;A;2.0
acre;1;2023;2023-03-18;Galvez EC;Atlético-AC;1-1;1;1;D;2.0
acre;1;2023;2023-03-21;Rio Branco-AC;Independência-AC;0-1;0;1;A;2.0
acre;1;2023;2023-03-21;Plácido de Castro;SC Humaitá;1-7;1;7;A;2.0
acre;1;2023;2023-03-25;Andirá-AC;Plácido de Castro;1-5;1;5;A;2.0
acre;1;2023;2023-03-25;Vasco da Gama-AC;Náuas;2-3;2;3;A;2.0
acre;1;2023;2023-03-28;ADESG;Rio Branco-AC;1-2;1;2;A;2.0
acre;1;2023;2023-03-28;Atlético-AC;São Francisco FC;3-4;3;4;A;2.0
acre;1;2023;2023-04-01;Vasco da Gama-AC;Galvez EC;0-6;0;6;A;2.0
acre;1;2023;2023-04-01;Independência-AC;Andirá-AC;2-1;2;1;H;2.0
acre;1;2023;2023-04-04;Plácido de Castro;ADESG;6-1;6;1;H;2.0
acre;1;2023;2023-04-04;SC Humaitá;Rio Branco-AC;1-2;1;2;A;2.0
acre;1;2023;2023-04-08;Náuas;Atlético-AC;0-2;0;2;A;2.0
acre;1;2023;2023-04-08;São Francisco FC;Galvez EC;2-2;2;2;D;2.0
acre;1;2023;2023-04-10;Independência-AC;Plácido de Castro;4-0;4;0;H;2.0
acre;1;2023;2023-04-11;Andirá-AC;Rio Branco-AC;2-3;2;3;A;2.0
acre;1;2023;2023-04-11;ADESG;SC Humaitá;0-1;0;1;A;2.0
acre;1;2023;2023-04-15;Rio Branco-AC;São Francisco FC;2-0;2;0;H;2.0
acre;1;2023;2023-04-16;Independência-AC;Atlético-AC;1-3;1;3;A;2.0
acre;1;2023;2023-04-16;Galvez EC;SC Humaitá;1-1;1;1;D;2.0
acre;1;2023;2023-04-19;São Francisco FC;SC Humaitá;1-3;1;3;A;2.0
acre;1;2023;2023-04-19;Rio Branco-AC;Atlético-AC;1-0;1;0;H;2.0
acre;1;2023;2023-04-20;Independência-AC;Galvez EC;1-0;1;0;H;2.0
acre;1;2023;2023-04-22;Atlético-AC;SC Humaitá;0-1;0;1;A;2.0
acre;1;2023;2023-04-23;Rio Branco-AC;Independência-AC;2-0;2;0;H;2.0
acre;1;2023;2023-04-23;São Francisco FC;Galvez EC;0-4;0;4;A;2.0
acre;1;2023;2023-04-26;Atlético-AC;São Francisco FC;0-3;0;3;A;2.0
acre;1;2023;2023-04-27;SC Humaitá;Independência-AC;4-2;4;2;H;2.0
acre;1;2023;2023-04-27;Galvez EC;Rio Branco-AC;0-0;0;0;D;2.0
acre;1;2023;2023-04-30;Atlético-AC;Galvez EC;0-2;0;2;A;2.0
acre;1;2023;2023-05-01;SC Humaitá;Rio Branco-AC;0-1;0;1;A;2.0
acre;1;2023;2023-05-01;Independência-AC;São Francisco FC;4-2;4;2;H;2.0
acre;1;2022;2022-02-13;Rio Branco-AC;ADESG;0-1;0;1;A;2.0
acre;1;2022;2022-02-13;SC Humaitá;Independência-AC;4-0;4;0;H;2.0
acre;1;2022;2022-02-16;Galvez EC;Andirá-AC;4-0;4;0;H;2.0
acre;1;2022;2022-02-16;Atlético-AC;Plácido de Castro;0-0;0;0;D;2.0
acre;1;2022;2022-02-19;Rio Branco-AC;Plácido de Castro;2-2;2;2;D;2.0
acre;1;2022;2022-02-20;Vasco da Gama-AC;Náuas;1-0;1;0;H;2.0
acre;1;2022;2022-03-02;São Francisco FC;SC Humaitá;1-1;1;1;D;2.0
acre;1;2022;2022-03-03;ADESG;Náuas;0-1;0;1;A;2.0
acre;1;2022;2022-03-03;Atlético-AC;Vasco da Gama-AC;2-1;2;1;H;2.0
acre;1;2022;2022-03-06;Galvez EC;São Francisco FC;0-1;0;1;A;2.0
acre;1;2022;2022-03-06;Andirá-AC;Independência-AC;3-3;3;3;D;2.0
acre;1;2022;2022-03-08;Plácido de Castro;ADESG;2-2;2;2;D;2.0
acre;1;2022;2022-03-09;Rio Branco-AC;Vasco da Gama-AC;4-1;4;1;H;2.0
acre;1;2022;2022-03-09;Náuas;Atlético-AC;1-1;1;1;D;2.0
acre;1;2022;2022-03-12;Andirá-AC;SC Humaitá;0-2;0;2;A;2.0
acre;1;2022;2022-03-16;Independência-AC;Galvez EC;0-4;0;4;A;2.0
acre;1;2022;2022-03-16;ADESG;Vasco da Gama-AC;2-0;2;0;H;2.0
acre;1;2022;2022-03-20;Plácido de Castro;Náuas;0-0;0;0;D;2.0
acre;1;2022;2022-03-20;Atlético-AC;Rio Branco-AC;0-1;0;1;A;2.0
acre;1;2022;2022-03-23;São Francisco FC;Andirá-AC;2-2;2;2;D;2.0
acre;1;2022;2022-03-23;Vasco da Gama-AC;Plácido de Castro;2-6;2;6;A;2.0
acre;1;2022;2022-03-27;Náuas;Rio Branco-AC;1-0;1;0;H;2.0
acre;1;2022;2022-03-27;SC Humaitá;Galvez EC;1-1;1;1;D;2.0
acre;1;2022;2022-03-29;Independência-AC;São Francisco FC;2-0;2;0;H;2.0
acre;1;2022;2022-03-29;ADESG;Atlético-AC;3-0;3;0;H;2.0
acre;1;2022;2022-04-02;Náuas;Galvez EC;0-1;0;1;A;2.0
acre;1;2022;2022-04-03;Rio Branco-AC;SC Humaitá;0-1;0;1;A;2.0
acre;1;2022;2022-04-03;São Francisco FC;ADESG;0-0;0;0;D;2.0
acre;1;2022;2022-04-06;Galvez EC;ADESG;1-1;1;1;D;2.0
acre;1;2022;2022-04-06;Náuas;SC Humaitá;1-5;1;5;A;2.0
acre;1;2022;2022-04-07;Rio Branco-AC;São Francisco FC;0-0;0;0;D;2.0
acre;1;2022;2022-04-09;SC Humaitá;ADESG;2-1;2;1;H;2.0
acre;1;2022;2022-04-10;Náuas;Rio Branco-AC;0-3;0;3;A;2.0
acre;1;2022;2022-04-10;Galvez EC;São Francisco FC;1-2;1;2;A;2.0
acre;1;2022;2022-04-13;SC Humaitá;Galvez EC;2-0;2;0;H;2.0
acre;1;2022;2022-04-13;ADESG;Rio Branco-AC;2-1;2;1;H;2.0
acre;1;2022;2022-04-14;São Francisco FC;Náuas;3-0;3;0;H;2.0
acre;1;2022;2022-04-20;SC Humaitá;São Francisco FC;1-2;1;2;A;2.0
acre;1;2022;2022-04-20;ADESG;Náuas;4-1;4;1;H;2.0
acre;1;2022;2022-04-21;Rio Branco-AC;Galvez EC;2-4;2;4;A;2.0
acre;1;2021;2021-07-07;Galvez EC;Náuas;0-0;0;0;D;2.0
acre;1;2021;2021-07-07;Atlético-AC;Andirá-AC;1-0;1;0;H;2.0
acre;1;2021;2021-07-10;Rio Branco-AC;São Francisco FC;2-2;2;2;D;2.0
acre;1;2021;2021-07-10;Plácido de Castro;Vasco da Gama-AC;3-4;3;4;A;2.0
acre;1;2021;2021-07-14;São Francisco FC;Plácido de Castro;1-1;1;1;D;2.0
acre;1;2021;2021-07-14;SC Humaitá;Galvez EC;2-1;2;1;H;2.0
acre;1;2021;2021-07-17;Vasco da Gama-AC;Rio Branco-AC;2-1;2;1;H;2.0
acre;1;2021;2021-07-21;Náuas;Atlético-AC;0-1;0;1;A;2.0
acre;1;2021;2021-07-21;Rio Branco-AC;SC Humaitá;0-0;0;0;D;2.0
acre;1;2021;2021-07-24;Andirá-AC;Náuas;0-1;0;1;A;2.0
acre;1;2021;2021-07-24;São Francisco FC;Vasco da Gama-AC;2-1;2;1;H;2.0
acre;1;2021;2021-07-28;Galvez EC;Plácido de Castro;4-1;4;1;H;2.0
acre;1;2021;2021-07-29;Vasco da Gama-AC;Atlético-AC;0-2;0;2;A;2.0
acre;1;2021;2021-07-31;Náuas;São Francisco FC;0-3;0;3;A;2.0
acre;1;2021;2021-07-31;Plácido de Castro;SC Humaitá;0-7;0;7;A;2.0
acre;1;2021;2021-08-04;Rio Branco-AC;Andirá-AC;1-0;1;0;H;2.0
acre;1;2021;2021-08-04;Vasco da Gama-AC;Náuas;0-0;0;0;D;2.0
acre;1;2021;2021-08-07;SC Humaitá;São Francisco FC;1-0;1;0;H;2.0
acre;1;2021;2021-08-11;Galvez EC;Andirá-AC;3-1;3;1;H;2.0
acre;1;2021;2021-08-11;Atlético-AC;Plácido de Castro;8-0;8;0;H;2.0
acre;1;2021;2021-08-14;Andirá-AC;São Francisco FC;1-0;1;0;H;2.0
acre;1;2021;2021-08-14;Plácido de Castro;Náuas;1-2;1;2;A;2.0
acre;1;2021;2021-08-18;Atlético-AC;SC Humaitá;0-0;0;0;D;2.0
acre;1;2021;2021-08-18;Rio Branco-AC;Galvez EC;1-2;1;2;A;2.0
acre;1;2021;2021-08-21;SC Humaitá;Andirá-AC;3-2;3;2;H;2.0
acre;1;2021;2021-08-21;Náuas;Rio Branco-AC;0-4;0;4;A;2.0
acre;1;2021;2021-08-25;São Francisco FC;Atlético-AC;1-2;1;2;A;2.0
acre;1;2021;2021-08-25;Vasco da Gama-AC;Galvez EC;1-3;1;3;A;2.0
acre;1;2021;2021-08-28;Andirá-AC;Vasco da Gama-AC;0-5;0;5;A;2.0
acre;1;2021;2021-08-28;Plácido de Castro;Rio Branco-AC;1-6;1;6;A;2.0
acre;1;2021;2021-09-01;Náuas;SC Humaitá;0-5;0;5;A;2.0
acre;1;2021;2021-09-01;Galvez EC;Atlético-AC;0-0;0;0;D;2.0
acre;1;2021;2021-09-04;Andirá-AC;Plácido de Castro;4-2;4;2;H;2.0
acre;1;2021;2021-09-09;São Francisco FC;Galvez EC;0-4;0;4;A;2.0
acre;1;2021;2021-09-09;SC Humaitá;Vasco da Gama-AC;2-0;2;0;H;2.0
acre;1;2021;2021-09-09;Atlético-AC;Rio Branco-AC;1-0;1;0;H;2.0
acre;1;2021;2021-09-16;SC Humaitá;Rio Branco-AC;0-1;0;1;A;2.0
acre;1;2021;2021-09-16;Atlético-AC;Galvez EC;2-1;2;1;H;2.0
acre;1;2021;2021-09-26;SC Humaitá;Galvez EC;2-1;2;1;H;2.0
acre;1;2021;2021-09-26;Atlético-AC;Rio Branco-AC;3-4;3;4;A;2.0
acre;1;2021;2021-09-30;SC Humaitá;Atlético-AC;4-1;4;1;H;2.0
acre;1;2021;2021-09-30;Galvez EC;Rio Branco-AC;1-3;1;3;A;2.0
acre;1;2021;2021-10-03;SC Humaitá;Rio Branco-AC;1-0;1;0;H;2.0
acre;1;2021;2021-10-09;Rio Branco-AC;SC Humaitá;1-0(4-2 Pen.);1;0;H;2.0
acre;1;2020;2020-02-02;Atlético-AC;São Francisco FC;7-0;7;0;H;2.0
acre;1;2020;2020-02-02;Galvez EC;Náuas;2-1;2;1;H;2.0
acre;1;2020;2020-02-06;Rio Branco-AC;Andirá-AC;4-2;4;2;H;2.0
acre;1;2020;2020-02-08;Plácido de Castro;Atlético-AC;0-2;0;2;A;2.0
acre;1;2020;2020-02-09;Vasco da Gama-AC;Galvez EC;1-8;1;8;A;2.0
acre;1;2020;2020-02-13;Rio Branco-AC;São Francisco FC;4-2;4;2;H;2.0
acre;1;2020;2020-02-16;Náuas;Vasco da Gama-AC;5-0;5;0;H;2.0
acre;1;2020;2020-02-16;São Francisco FC;Plácido de Castro;1-4;1;4;A;2.0
acre;1;2020;2020-02-20;Andirá-AC;Atlético-AC;1-2;1;2;A;2.0
acre;1;2020;2020-02-20;SC Humaitá;Galvez EC;0-4;0;4;A;2.0
acre;1;2020;2020-02-29;Plácido de Castro;Rio Branco-AC;6-2;6;2;H;2.0
acre;1;2020;2020-03-01;SC Humaitá;Náuas;1-0;1;0;H;2.0
acre;1;2020;2020-03-01;São Francisco FC;Andirá-AC;1-4;1;4;A;2.0
acre;1;2020;2020-03-05;Atlético-AC;Rio Branco-AC;1-2;1;2;A;2.0
acre;1;2020;2020-03-08;Andirá-AC;Plácido de Castro;0-2;0;2;A;2.0
acre;1;2020;2020-03-08;Vasco da Gama-AC;SC Humaitá;1-4;1;4;A;2.0
acre;1;2020;2020-03-12;Atlético-AC;SC Humaitá;2-0;2;0;H;2.0
acre;1;2020;2020-03-12;Galvez EC;Plácido de Castro;1-1(5-3 Pen.);1;1;D;2.0
acre;1;2020;2020-03-17;Atlético-AC;Galvez EC;0-4;0;4;A;2.0
acre;1;2020;2020-08-16;São Francisco FC;Vasco da Gama-AC;3-1;3;1;H;2.0
acre;1;2020;2020-08-16;Andirá-AC;SC Humaitá;4-2;4;2;H;2.0
acre;1;2020;2020-08-19;Vasco da Gama-AC;Andirá-AC;1-2;1;2;A;2.0
acre;1;2020;2020-08-19;Rio Branco-AC;Náuas;2-0;2;0;H;2.0
acre;1;2020;2020-08-22;Náuas;Atlético-AC;1-2;1;2;A;2.0
acre;1;2020;2020-08-22;Plácido de Castro;Galvez EC;2-1;2;1;H;2.0
acre;1;2020;2020-08-25;Galvez EC;São Francisco FC;7-0;7;0;H;2.0
acre;1;2020;2020-08-25;SC Humaitá;Atlético-AC;1-3;1;3;A;2.0
acre;1;2020;2020-08-26;Vasco da Gama-AC;Rio Branco-AC;1-7;1;7;A;2.0
acre;1;2020;2020-08-26;Náuas;Plácido de Castro;1-3;1;3;A;2.0
acre;1;2020;2020-08-29;Galvez EC;Andirá-AC;5-1;5;1;H;2.0
acre;1;2020;2020-08-29;Rio Branco-AC;SC Humaitá;3-1;3;1;H;2.0
acre;1;2020;2020-08-30;São Francisco FC;Náuas;0-3;0;3;A;2.0
acre;1;2020;2020-08-30;Vasco da Gama-AC;Plácido de Castro;2-3;2;3;A;2.0
acre;1;2020;2020-09-02;SC Humaitá;São Francisco FC;8-0;8;0;H;2.0
acre;1;2020;2020-09-02;Atlético-AC;Galvez EC;2-0;2;0;H;2.0
acre;1;2020;2020-09-05;Andirá-AC;Náuas;1-4;1;4;A;2.0
acre;1;2020;2020-09-05;Plácido de Castro;SC Humaitá;5-0;5;0;H;2.0
acre;1;2020;2020-09-06;Atlético-AC;Vasco da Gama-AC;3-0;3;0;H;2.0
acre;1;2020;2020-09-06;Galvez EC;Rio Branco-AC;1-2;1;2;A;2.0
acre;1;2020;2020-09-09;Rio Branco-AC;Plácido de Castro;2-0;2;0;H;2.0
acre;1;2020;2020-09-09;Galvez EC;Náuas;2-1;2;1;H;2.0
acre;1;2020;2020-09-12;Rio Branco-AC;Galvez EC;0-2;0;2;A;2.0
alagoas;2;2025;2025-08-13;Desportivo Aliança;Miguelense;2-0;2;0;H;1.5
alagoas;2;2025;2025-08-13;Zumbi;Cruzeiro-AL;0-0;0;0;D;1.5
alagoas;2;2025;2025-08-13;Guarany-AL;Dimensão Saúde;3-0;3;0;H;1.5
alagoas;2;2025;2025-08-16;Dimensão Saúde;Zumbi;1-0;1;0;H;1.5
alagoas;2;2025;2025-08-17;Guarany-AL;Desportivo Aliança;1-0;1;0;H;1.5
alagoas;2;2025;2025-08-17;Cruzeiro-AL;Jaciobá;3-2;3;2;H;1.5
alagoas;2;2025;2025-08-20;Miguelense;Agrimaq Jequiaense;3-0;3;0;H;1.5
alagoas;2;2025;2025-08-23;Zumbi;Miguelense;2-0;2;0;H;1.5
alagoas;2;2025;2025-08-23;Agrimaq Jequiaense;Guarany-AL;0-3;0;3;A;1.5
alagoas;2;2025;2025-08-24;Cruzeiro-AL;Desportivo Aliança;3-0;3;0;H;1.5
alagoas;2;2025;2025-08-24;Jaciobá;Dimensão Saúde;0-5;0;5;A;1.5
alagoas;2;2025;2025-08-27;Agrimaq Jequiaense;Jaciobá;4-0;4;0;H;1.5
alagoas;2;2025;2025-08-30;Dimensão Saúde;Cruzeiro-AL;0-1;0;1;A;1.5
alagoas;2;2025;2025-08-30;Desportivo Aliança;Agrimaq Jequiaense;2-3;2;3;A;1.5
alagoas;2;2025;2025-08-30;Guarany-AL;Zumbi;2-0;2;0;H;1.5
alagoas;2;2025;2025-08-31;Miguelense;Jaciobá;4-0;4;0;H;1.5
alagoas;2;2025;2025-09-06;Jaciobá;Guarany-AL;1-2;1;2;A;1.5
alagoas;2;2025;2025-09-06;Agrimaq Jequiaense;Dimensão Saúde;3-0;3;0;H;1.5
alagoas;2;2025;2025-09-07;Cruzeiro-AL;Miguelense;2-0;2;0;H;1.5
alagoas;2;2025;2025-09-13;Desportivo Aliança;Jaciobá;5-0;5;0;H;1.5
alagoas;2;2025;2025-09-13;Zumbi;Agrimaq Jequiaense;1-2;1;2;A;1.5
alagoas;2;2025;2025-09-13;Dimensão Saúde;Miguelense;3-0;3;0;H;1.5
alagoas;2;2025;2025-09-17;Zumbi;Desportivo Aliança;2-1;2;1;H;1.5
alagoas;2;2025;2025-09-17;Guarany-AL;Cruzeiro-AL;1-0;1;0;H;1.5
alagoas;2;2025;2025-09-21;Dimensão Saúde;Desportivo Aliança;3-0;3;0;H;1.5
alagoas;2;2025;2025-09-21;Miguelense;Guarany-AL;1-4;1;4;A;1.5
alagoas;2;2025;2025-09-21;Cruzeiro-AL;Agrimaq Jequiaense;2-1;2;1;H;1.5
alagoas;2;2025;2025-09-21;Jaciobá;Zumbi;0-5;0;5;A;1.5
alagoas;2;2025;2025-09-27;Agrimaq Jequiaense;Guarany-AL;0-2;0;2;A;1.5
alagoas;2;2025;2025-09-27;Dimensão Saúde;Cruzeiro-AL;1-1;1;1;D;1.5
alagoas;2;2025;2025-10-04;Guarany-AL;Agrimaq Jequiaense;1-1;1;1;D;1.5
alagoas;2;2025;2025-10-06;Cruzeiro-AL;Dimensão Saúde;3-1;3;1;H;1.5
alagoas;2;2025;2025-10-12;Cruzeiro-AL;Guarany-AL;2-1;2;1;H;1.5
alagoas;2;2025;2025-10-18;Guarany-AL;Cruzeiro-AL;2-2;2;2;D;1.5
alagoas;2;2024;2024-09-07;São Domingos-AL;Miguelense;0-1;0;1;A;1.5
alagoas;2;2024;2024-09-07;Zumbi;Dimensão Saúde;1-0;1;0;H;1.5
alagoas;2;2024;2024-09-07;CEO;Jaciobá;2-0;2;0;H;1.5
alagoas;2;2024;2024-09-08;Igaci;Guarany-AL;0-1;0;1;A;1.5
alagoas;2;2024;2024-09-08;FF Sport;Desportivo Aliança;0-2;0;2;A;1.5
alagoas;2;2024;2024-09-14;Desportivo Aliança;São Domingos-AL;2-1;2;1;H;1.5
alagoas;2;2024;2024-09-14;Guarany-AL;CEO;1-0;1;0;H;1.5
alagoas;2;2024;2024-09-14;Dimensão Saúde;FF Sport;1-1;1;1;D;1.5
alagoas;2;2024;2024-09-15;Miguelense;Zumbi;0-1;0;1;A;1.5
alagoas;2;2024;2024-09-15;Jaciobá;Igaci;0-3;0;3;A;1.5
alagoas;2;2024;2024-09-17;São Domingos-AL;Guarany-AL;1-6;1;6;A;1.5
alagoas;2;2024;2024-09-18;CEO;Dimensão Saúde;2-1;2;1;H;1.5
alagoas;2;2024;2024-09-18;Desportivo Aliança;Miguelense;0-0;0;0;D;1.5
alagoas;2;2024;2024-09-18;FF Sport;Igaci;0-0;0;0;D;1.5
alagoas;2;2024;2024-09-19;Zumbi;Jaciobá;3-0;3;0;H;1.5
alagoas;2;2024;2024-09-21;Dimensão Saúde;Desportivo Aliança;1-0;1;0;H;1.5
alagoas;2;2024;2024-09-21;FF Sport;São Domingos-AL;0-0;0;0;D;1.5
alagoas;2;2024;2024-09-22;Igaci;CEO;1-0;1;0;H;1.5
alagoas;2;2024;2024-09-22;Guarany-AL;Zumbi;0-3;0;3;A;1.5
alagoas;2;2024;2024-09-22;Jaciobá;Miguelense;2-1;2;1;H;1.5
alagoas;2;2024;2024-09-25;Miguelense;Guarany-AL;0-0;0;0;D;1.5
alagoas;2;2024;2024-09-25;Zumbi;Igaci;1-0;1;0;H;1.5
alagoas;2;2024;2024-09-25;CEO;FF Sport;3-0;3;0;H;1.5
alagoas;2;2024;2024-09-26;São Domingos-AL;Dimensão Saúde;0-5;0;5;A;1.5
alagoas;2;2024;2024-09-26;Desportivo Aliança;Jaciobá;2-0;2;0;H;1.5
alagoas;2;2024;2024-09-28;CEO;Zumbi;1-1;1;1;D;1.5
alagoas;2;2024;2024-09-28;FF Sport;Miguelense;1-2;1;2;A;1.5
alagoas;2;2024;2024-09-29;Igaci;São Domingos-AL;11-0;11;0;H;1.5
alagoas;2;2024;2024-09-29;Guarany-AL;Desportivo Aliança;1-0;1;0;H;1.5
alagoas;2;2024;2024-09-29;Dimensão Saúde;Jaciobá;1-0;1;0;H;1.5
alagoas;2;2024;2024-10-02;Miguelense;Dimensão Saúde;0-2;0;2;A;1.5
alagoas;2;2024;2024-10-02;Jaciobá;Guarany-AL;2-4;2;4;A;1.5
alagoas;2;2024;2024-10-02;Zumbi;FF Sport;3-2;3;2;H;1.5
alagoas;2;2024;2024-10-03;Desportivo Aliança;Igaci;1-2;1;2;A;1.5
alagoas;2;2024;2024-10-09;FF Sport;Jaciobá;1-0;1;0;H;1.5
alagoas;2;2024;2024-10-09;Igaci;Miguelense;1-0;1;0;H;1.5
alagoas;2;2024;2024-10-10;CEO;Desportivo Aliança;1-0;1;0;H;1.5
alagoas;2;2024;2024-10-10;Dimensão Saúde;Guarany-AL;2-3;2;3;A;1.5
alagoas;2;2024;2024-10-13;Guarany-AL;FF Sport;0-0;0;0;D;1.5
